Indian_medicinal_plant,Plant_part,IMPPAT_Phytochemical_identifier,Phytochemical_name,References
Curcuma longa,leaf,IMPHY012058,Linalool,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1056,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY012061,alpha-Pinene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780,DOI:10.1002/ffj.2730050206,DOI:10.1002/ffj.2730100604,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2004.9698664,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY012075,Carvone,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY012147,beta-Pinene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1056,DOI:10.1002/ffj.2730100604,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2004.9698664,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY012152,alpha-Fenchol,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY012160,alpha-Terpineol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780,DOI:10.1002/ffj.2730050206,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY012165,Sabinene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY012261,alpha-Bergamotene,DOI:10.1080/10412905.2005.9698993
Curcuma longa,leaf,IMPHY012279,alpha-Curcumene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1056,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY012305,beta-Patchoulene,DOI:10.1080/10412905.2005.9698993
Curcuma longa,leaf,IMPHY012381,ar-Turmerone,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1056,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY012587,tau-Cadinol,DOI:10.1080/10412905.2005.9698993
Curcuma longa,leaf,IMPHY012589,"3-(1,5-Dimethyl-4-hexenyl)-6-methylene-1-cyclohexene","DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1056,DOI:10.1002/ffj.2730050206,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY012665,Levomenol,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY012667,Caryophyllene oxide,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY012739,(Z)-beta-Ocimene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY012907,trans-Sesquisabinene hydrate,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY012920,"2-Furanmethanol, 5-ethenyltetrahydro-alpha,alpha,5-trimethyl-, cis-","DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY012921,gamma-Elemene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY013019,"3-Hydroxy-4,5,6-trimethoxyspiro[1H-indole-2(3H),1'(3'H)-[2H]isoindole]-3'-one",DOI:10.1080/10412905.2006.9699056
Curcuma longa,leaf,IMPHY013093,delta-Elemene,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY014811,alpha-Phellandrene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730050206,DOI:10.1002/ffj.2730100604,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY014831,beta-Caryophyllene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1056,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY014835,(E)-beta-ocimene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2004.9698664,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2006.9699056"
Curcuma longa,leaf,IMPHY014852,Camphene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY014863,cis-alpha-Bergamotene,DOI:10.1080/10412905.2002.9699843
Curcuma longa,leaf,IMPHY014866,"2-Cyclohexen-1-ol, 2-methyl-5-(1-methylethenyl)-, acetate, cis-",DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY014871,cis-Nerolidol,DOI:10.1080/10412905.2006.9699056
Curcuma longa,leaf,IMPHY014876,7-epi-cis-Sesquisabinene hydrate,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780"
Curcuma longa,leaf,IMPHY014906,Cedrelanol,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY014907,6-Epi-beta-bisabolol,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY014923,Geraniol,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY014988,Limonene,"DOI:10.1002/ffj.1780,DOI:10.1002/ffj.2730100604,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2004.9698664,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY014989,trans-Linalool oxide,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY015022,Nerolidol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1780,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843"
Curcuma longa,leaf,IMPHY015042,Piperitone,DOI:10.1080/10412905.1997.9700783
Curcuma longa,leaf,IMPHY015062,(+)-cis-Sabinol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.1056,DOI:10.1002/ffj.1780,DOI:10.1002/ffj.2730050206,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY015063,Sabinyl acetate,DOI:10.1002/ffj.1053
Curcuma longa,leaf,IMPHY015095,"2-Cyclohexen-1-ol, 1-methyl-4-(1-methylethyl)-, trans-","DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY016014,Isobornyl acetate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY016053,Viridiflorol,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,leaf,IMPHY017919,Ar-dihydro-turmerone,DOI:10.1080/10412905.2002.9699843
Curcuma longa,rhizome,IMPHY000073,"2-Hepten-4-one, 6-(2-hydroxy-4-methylphenyl)-2-methyl-",ISBN:9788172362133
Curcuma longa,rhizome,IMPHY000084,2-Heptanol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105"
Curcuma longa,rhizome,IMPHY000099,Myrtenol,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY000399,beta-Bisabolene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2011.9712275,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY000545,O-Cymene,DOI:10.1080/0972060x.2019.1599734
Curcuma longa,rhizome,IMPHY001107,"(1E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hept-1-ene-3,5-dione","ISBN:9788172362133, ISBN:9788185042114, ISBN:9788190648912"
Curcuma longa,rhizome,IMPHY001246,Carvacrol,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734"
Curcuma longa,rhizome,IMPHY001351,Elemicin,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1997.9700783"
Curcuma longa,rhizome,IMPHY001430,"Bicyclo(4.1.0)heptan-3-one, 1-methyl-4-(1-methylethylidene)-7-(3-oxobutyl)-, (1S,6R,7R)-","DOI:10.1002/ffj.2730070105, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY001538,2-Undecanol,DOI:10.1002/ffj.2730070105
Curcuma longa,rhizome,IMPHY001553,Cinnamyl cinnamate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY001611,Turmeronol A,ISBN:9788172362133
Curcuma longa,rhizome,IMPHY001816,gamma-Terpineol,DOI:10.1002/ffj.2730070105
Curcuma longa,rhizome,IMPHY002179,Humuladienone,DOI:10.1002/ffj.2730070105
Curcuma longa,rhizome,IMPHY002533,(-)-beta-Curcumene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY002581,Procurcumadiol,ISBN:9788172362133
Curcuma longa,rhizome,IMPHY002626,"(6Z)-6,10-dimethyl-3-propan-2-ylidenecyclodec-6-ene-1,4-dione","DOI:10.1002/ffj.2730070105, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY002825,2-(4-Methylphenyl)propan-2-ol,"DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY002850,Curcumol,ISBN:9788190648943
Curcuma longa,rhizome,IMPHY002851,2-Decanol,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734"
Curcuma longa,rhizome,IMPHY002893,Bisacurone,ISBN:9788172362133
Curcuma longa,rhizome,IMPHY002913,Sesquisabinene,DOI:10.1080/10412905.2014.942766
Curcuma longa,rhizome,IMPHY003104,Decanoic acid,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY003485,Myrcene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY003536,Eugenol,"DOI:10.1080/10412905.2014.942766, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY003537,Tetradecanal,DOI:10.1080/10412905.1999.9712004
Curcuma longa,rhizome,IMPHY003567,alpha-Fenchene,DOI:10.1080/10412905.2002.9699843
Curcuma longa,rhizome,IMPHY003768,"4,10-Epizedoarondiol",ISBN:9788172362133
Curcuma longa,rhizome,IMPHY003789,Furanodienon,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY003982,gamma-Terpinene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730100604,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY004121,2-Heptanone,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY004129,Demethoxycurcumin,"ISBN:9770976605004, ISBN:9788172362133, ISBN:9788185042114, ISBN:9788185042138, ISBN:9788190648912"
Curcuma longa,rhizome,IMPHY004151,Geranyl formate,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY004192,Piperine,ISBN:9780387706375
Curcuma longa,rhizome,IMPHY004288,Epiprocurcumenol,ISBN:9788172362133
Curcuma longa,rhizome,IMPHY004315,Procurcumenol,ISBN:9788172362133
Curcuma longa,rhizome,IMPHY004438,Geranyl butyrate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY004549,Safrole,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY004666,Bisabolane,ISBN:9788190648912
Curcuma longa,rhizome,IMPHY004928,Bisdemethoxycurcumin,"ISBN:9788185042114, ISBN:9788190648912"
Curcuma longa,rhizome,IMPHY005042,Bisacumol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY005521,1-Hexen-3-OL,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY005618,Germacrene B,DOI:10.1080/0972060x.2019.1599734
Curcuma longa,rhizome,IMPHY005653,2-Octanol,DOI:10.1080/10412905.2005.9698993
Curcuma longa,rhizome,IMPHY005798,Curlone,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993, ISBN:9780387706375, ISBN:9788172362133, ISBN:9788185042114, ISBN:9788185042138, ISBN:9788185042145, ISBN:9788190648912"
Curcuma longa,rhizome,IMPHY006145,p-Cymene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1002/ffj.2730100604,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY006214,"Germacr-1(10)-ene-5,8-dione","DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1997.9700783, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY006300,Cholesterol,"ISBN:9788172362133, ISBN:9788172362140, ISBN:9788185042084"
Curcuma longa,rhizome,IMPHY006324,Linalyl propionate,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY006325,Myrtenal,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY006463,Germacrone,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY006549,Cyclocurcumin,ISBN:9788172362133
Curcuma longa,rhizome,IMPHY006550,Thymol,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY006696,Methyleugenol,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY006758,"(1S,2S,5S,8S)-2-methyl-6-methylidene-9-propan-2-ylidene-11-oxatricyclo[6.2.1.01,5]undecan-8-ol",DOI:10.1002/ffj.2730070105
Curcuma longa,rhizome,IMPHY006933,2-(Hydroxymethyl)anthraquinone,"ISBN:9788172362133, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY006950,Tricyclene,"DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.2002.9699843"
Curcuma longa,rhizome,IMPHY007067,Linalyl acetate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY007069,4'-Methylacetophenone,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY007110,Perilla ketone,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY007427,Xanthorrhizol,"DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY007574,Curcumin,"ISBN:9780387706375, ISBN:9788172360481, ISBN:9788172362133, ISBN:9788185042114, ISBN:9788190115131, ISBN:9788190648912, ISBN:9788190648943, The Unani Pharmacopoeia of India Part-1 Volume-1"
Curcuma longa,rhizome,IMPHY008150,1-Methyl-4-(prop-1-en-2-yl)benzene,"DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843"
Curcuma longa,rhizome,IMPHY008383,Linalyl isobutyrate,DOI:10.1080/10412905.1999.9712004
Curcuma longa,rhizome,IMPHY008936,alpha-Guaiene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY009419,Tridecane,DOI:10.1080/10412905.2014.942766
Curcuma longa,rhizome,IMPHY009626,2-Nonanol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783"
Curcuma longa,rhizome,IMPHY009688,"3,7(11)-Eudesmadiene",DOI:10.1002/ffj.2730070105
Curcuma longa,rhizome,IMPHY009706,Isoledene,DOI:10.1080/10412905.2014.942766
Curcuma longa,rhizome,IMPHY009732,cis-Carvotanacetol,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY009740,Camphene hydrate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY009780,Heptyl salicylate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY009858,1-Undecanol,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY009909,Ethene;2-methoxyphenol;phenol;propanedial,ISBN:9788185042114
Curcuma longa,rhizome,IMPHY009998,Geranyl hexanoate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY010072,Eucalyptol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1002/ffj.2730100604,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2011.9712275,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY010080,beta-Elemene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1999.9712004"
Curcuma longa,rhizome,IMPHY010541,1-Bisabolone,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1997.9700783"
Curcuma longa,rhizome,IMPHY010611,Curzerene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105"
Curcuma longa,rhizome,IMPHY010676,(+)-Curcumenol,"DOI:10.1002/ffj.2730070105, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY010677,Curcuphenol,"DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843"
Curcuma longa,rhizome,IMPHY010887,Thymol acetate,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY010995,Toluene,DOI:10.1080/10412905.1997.9700783
Curcuma longa,rhizome,IMPHY011004,"p-Mentha-1,3,8-triene",DOI:10.1080/10412905.2002.9699843
Curcuma longa,rhizome,IMPHY011027,Turmerol,"DOI:10.1002/ffj.2730070105, ISBN:9788172362133, ISBN:9788185042145"
Curcuma longa,rhizome,IMPHY011050,3-Buten-2-OL,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY011087,alpha-Turmerone,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993, ISBN:9788172362133, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY011215,Tetradecane,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY011392,3-Carene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730100604,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2011.9712275"
Curcuma longa,rhizome,IMPHY011396,4-Carvomenthenol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY011521,2-Undecanone,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.2002.9699843"
Curcuma longa,rhizome,IMPHY011542,beta-Eudesmol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105"
Curcuma longa,rhizome,IMPHY011552,(1R)-2-methyl-5-propan-2-ylbicyclo[3.1.0]hex-2-ene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY011557,4-Isopropylbenzyl alcohol,DOI:10.1080/10412905.2002.9699843
Curcuma longa,rhizome,IMPHY011563,Curzerenone,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1999.9712004, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY011581,alpha-Selinene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY011586,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY011588,cis-3-Hexen-1-ol,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY011590,d-Borneol,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY011599,Terpinolene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730100604,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY011632,Farnesol,DOI:10.1080/10412905.1999.9712004
Curcuma longa,rhizome,IMPHY011643,alpha-Terpinene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730100604,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY011647,Geranyl acetate,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2002.9699843"
Curcuma longa,rhizome,IMPHY011657,cis-beta-Farnesene,DOI:10.1080/10412905.1999.9712004
Curcuma longa,rhizome,IMPHY011658,beta-Farnesene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2011.9712275, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY011659,alpha-Muurolene,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY011660,(+)-alpha-Cadinene,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY011744,delta-Curcumene,ISBN:9788172362133
Curcuma longa,rhizome,IMPHY011745,Zingiberene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766, ISBN:9788172362133"
Curcuma longa,rhizome,IMPHY011749,Humulene epoxide II,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY011761,Humulene,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843"
Curcuma longa,rhizome,IMPHY011763,Anethole,DOI:10.1080/10412905.2014.942766
Curcuma longa,rhizome,IMPHY011789,Citral,DOI:10.1002/ffj.1053
Curcuma longa,rhizome,IMPHY011790,Neral,"DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY011884,Pulegone,DOI:10.1080/10412905.2014.942766
Curcuma longa,rhizome,IMPHY011939,10-epi-gamma-Eudesmol,"DOI:10.1002/ffj.1053,DOI:10.1080/10412905.2005.9698993"
Curcuma longa,rhizome,IMPHY011957,(+)-delta-Cadinene,DOI:10.1002/ffj.2730070105
Curcuma longa,rhizome,IMPHY011965,(+)-beta-Phellandrene,DOI:10.1080/10412905.1999.9712004
Curcuma longa,rhizome,IMPHY011973,(-)-cis-Carveol,"DOI:10.1002/ffj.1053,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.2014.942766"
Curcuma longa,rhizome,IMPHY012036,Camphor,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2005.9698993, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY012058,Linalool,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993, ISBN:9788185042114"
Curcuma longa,rhizome,IMPHY012061,alpha-Pinene,"DOI:10.1002/ffj.1053,DOI:10.1002/ffj.2730070105,DOI:10.1002/ffj.2730100604,DOI:10.1080/0972060x.2019.1599734,DOI:10.1080/10412905.1997.9700783,DOI:10.1080/10412905.1999.9712004,DOI:10.1080/10412905.2002.9699843,DOI:10.1080/10412905.2005.9698993,DOI:10.1080/10412905.2014.942766, ISBN:9788185042114"
